FIPS,STATE,COUNTY,POORHLTH,PCP,AIRPOL,RECFAC,FOODHLTH
34023,New Jersey,Middlesex,2,1,3,3,2
34025,New Jersey,Monmouth,2,2,2,1,3
34027,New Jersey,Morris,1,2,1,1,2
34029,New Jersey,Ocean,3,4,2,4,4
34031,New Jersey,Passaic,3,3,4,4,1
34033,New Jersey,Salem,4,4,1,2,4
34035,New Jersey,Somerset,1,1,1,1,2
34037,New Jersey,Sussex,2,4,1,2,3
34039,New Jersey,Union,2,3,4,2,1
34041,New Jersey,Warren,3,2,2,2,3
35001,New Mexico,Bernalillo,2,1,1,1,2
35003,New Mexico,Catron,1,1,1,3,4
35005,New Mexico,Chaves,3,2,1,2,1
35006,New Mexico,Cibola,3,1,1,3,3
35007,New Mexico,Colfax,4,2,1,1,2
35009,New Mexico,Curry,3,3,1,1,1
35011,New Mexico,De Baca,4,2,1,3,4
35013,New Mexico,Dona Ana,2,3,1,2,4
35015,New Mexico,Eddy,3,4,1,1,1
35017,New Mexico,Grant,4,2,1,3,1
35019,New Mexico,Guadalupe,1,3,1,3,3
35021,New Mexico,Harding,NR,NR,NR,NR,NR
35023,New Mexico,Hidalgo,2,2,1,3,3
35025,New Mexico,Lea,2,4,1,2,1
35027,New Mexico,Lincoln,1,3,1,1,2
35028,New Mexico,Los Alamos,1,1,1,1,1
35029,New Mexico,Luna,2,4,1,2,2
35031,New Mexico,McKinley,1,1,1,3,4
35033,New Mexico,Mora,2,4,1,3,3
35035,New Mexico,Otero,3,3,1,2,1
35037,New Mexico,Quay,4,2,1,3,3
35039,New Mexico,Rio Arriba,3,3,1,3,3
35041,New Mexico,Roosevelt,1,4,1,2,1
35043,New Mexico,Sandoval,2,2,4,2,4
35045,New Mexico,San Juan,2,3,1,3,4
35047,New Mexico,San Miguel,4,2,1,3,2
35049,New Mexico,Santa Fe,1,1,1,1,3
35051,New Mexico,Sierra,4,4,1,3,2
35053,New Mexico,Socorro,4,3,1,3,3
35055,New Mexico,Taos,3,1,1,1,2
35057,New Mexico,Torrance,4,4,1,3,4
35059,New Mexico,Union,1,1,1,3,2
35061,New Mexico,Valencia,3,4,1,2,4
36001,New York,Albany,1,1,3,2,3
36003,New York,Allegany,3,4,1,3,2
36005,New York,Bronx,4,2,4,4,1
36007,New York,Broome,3,1,1,2,4
36009,New York,Cattaraugus,3,2,1,3,1
36011,New York,Cayuga,2,4,3,4,1
36013,New York,Chautauqua,4,3,1,3,2
36015,New York,Chemung,4,3,1,1,3
36017,New York,Chenango,4,3,1,3,1
36019,New York,Clinton,2,2,4,4,2
36021,New York,Columbia,3,3,1,2,1
36023,New York,Cortland,3,3,1,3,1
36025,New York,Delaware,1,4,1,2,2
36027,New York,Dutchess,1,2,3,2,3
36029,New York,Erie,4,1,3,2,3
36031,New York,Essex,1,3,3,1,2
36033,New York,Franklin,3,2,1,2,2
36035,New York,Fulton,4,4,1,3,1
36037,New York,Genesee,3,4,1,3,1
36039,New York,Greene,2,4,1,1,1
36041,New York,Hamilton,3,4,1,4,4
36043,New York,Herkimer,2,4,1,3,4
36045,New York,Jefferson,3,4,4,4,1
36047,New York,Kings,3,1,4,4,1
36049,New York,Lewis,1,2,3,4,2
36051,New York,Livingston,1,3,1,1,4
36053,New York,Madison,2,2,1,2,4
36055,New York,Monroe,2,1,3,2,3
36057,New York,Montgomery,3,2,1,4,2
36059,New York,Nassau,1,1,4,1,2
36061,New York,New York,2,1,4,1,1
36063,New York,Niagara,4,3,4,2,4
36065,New York,Oneida,3,2,1,2,4
36067,New York,Onondaga,3,1,1,1,3
36069,New York,Ontario,1,2,1,2,3
36071,New York,Orange,2,3,3,2,3
36073,New York,Orleans,4,4,4,3,4
36075,New York,Oswego,2,4,1,3,4
36077,New York,Otsego,4,1,1,1,2
36079,New York,Putnam,1,3,4,1,3
36081,New York,Queens,1,2,4,4,2
36083,New York,Rensselaer,3,3,1,4,3
36085,New York,Richmond,2,1,4,3,2
36087,New York,Rockland,1,1,1,1,3
36089,New York,St. Lawrence,4,3,3,4,3
36091,New York,Saratoga,1,2,1,1,3
36093,New York,Schenectady,2,1,1,2,3
36095,New York,Schoharie,1,4,1,4,4
36097,New York,Schuyler,2,3,1,4,1
36099,New York,Seneca,4,4,1,4,1
36101,New York,Steuben,4,2,4,4,2
36103,New York,Suffolk,2,2,3,1,3
36105,New York,Sullivan,4,3,1,4,1
36107,New York,Tioga,2,4,1,3,4
36109,New York,Tompkins,1,1,1,1,4
36111,New York,Ulster,2,1,1,1,4
36113,New York,Warren,1,1,1,1,4
36115,New York,Washington,4,4,1,2,4
36117,New York,Wayne,4,4,3,3,4
36119,New York,Westchester,1,1,4,1,2
36121,New York,Wyoming,2,3,1,3,2
36123,New York,Yates,2,2,1,3,1
37001,North Carolina,Alamance,1,3,1,2,3
37003,North Carolina,Alexander,4,4,1,2,4
37005,North Carolina,Alleghany,3,1,1,2,2
37007,North Carolina,Anson,3,3,3,4,4
37009,North Carolina,Ashe,3,2,1,3,2
37011,North Carolina,Avery,2,3,1,4,1
37013,North Carolina,Beaufort,3,2,1,1,2
37015,North Carolina,Bertie,3,4,1,3,3
37017,North Carolina,Bladen,4,3,1,4,2
37019,North Carolina,Brunswick,1,3,1,3,4
37021,North Carolina,Buncombe,1,1,3,2,3
37023,North Carolina,Burke,4,2,1,3,4
37025,North Carolina,Cabarrus,1,1,1,1,3
37027,North Carolina,Caldwell,4,3,1,3,4
37029,North Carolina,Camden,3,4,1,4,2
37031,North Carolina,Carteret,3,2,1,1,1
37033,North Carolina,Caswell,4,4,1,4,3
37035,North Carolina,Catawba,2,2,3,4,3
37037,North Carolina,Chatham,3,3,1,2,4
37039,North Carolina,Cherokee,4,2,1,3,2
37041,North Carolina,Chowan,2,1,1,3,3
37043,North Carolina,Clay,2,2,1,2,2
37045,North Carolina,Cleveland,4,2,1,3,1
37047,North Carolina,Columbus,4,3,1,4,2
37049,North Carolina,Craven,1,2,1,2,1
37051,North Carolina,Cumberland,3,1,3,3,3
37053,North Carolina,Currituck,3,4,1,2,4
37055,North Carolina,Dare,2,2,1,1,2
37057,North Carolina,Davidson,3,4,3,1,1
37059,North Carolina,Davie,4,3,1,4,4
37061,North Carolina,Duplin,3,4,1,4,1
37063,North Carolina,Durham,1,1,3,1,3
37065,North Carolina,Edgecombe,4,4,4,4,4
37067,North Carolina,Forsyth,1,1,3,1,3
37069,North Carolina,Franklin,2,4,1,3,4
37071,North Carolina,Gaston,3,2,3,2,3
37073,North Carolina,Gates,3,4,1,4,1
37075,North Carolina,Graham,2,4,1,4,2
37077,North Carolina,Granville,3,3,1,2,2
37079,North Carolina,Greene,1,4,3,4,4
37081,North Carolina,Guilford,1,1,4,1,3
37083,North Carolina,Halifax,4,2,1,3,3
37085,North Carolina,Harnett,2,4,3,3,1
37087,North Carolina,Haywood,3,1,1,4,4
37089,North Carolina,Henderson,2,1,1,3,4
37091,North Carolina,Hertford,3,1,1,2,2
37093,North Carolina,Hoke,2,4,3,4,4
37095,North Carolina,Hyde,2,2,1,1,3
37097,North Carolina,Iredell,1,2,1,1,1
37099,North Carolina,Jackson,1,1,1,3,2
37101,North Carolina,Johnston,3,4,3,2,4
37103,North Carolina,Jones,1,3,1,4,2
37105,North Carolina,Lee,1,2,1,1,1
37107,North Carolina,Lenoir,4,2,1,1,1
37109,North Carolina,Lincoln,2,3,1,2,1
37111,North Carolina,McDowell,4,4,3,4,2
37113,North Carolina,Macon,1,1,1,3,2
37115,North Carolina,Madison,2,2,1,4,4
37117,North Carolina,Martin,3,3,3,4,1
37119,North Carolina,Mecklenburg,1,1,4,1,3
37121,North Carolina,Mitchell,4,1,1,3,3
37123,North Carolina,Montgomery,3,4,3,4,1
37125,North Carolina,Moore,1,2,3,1,1
37127,North Carolina,Nash,1,2,4,2,3
37129,North Carolina,New Hanover,1,1,1,2,3
37131,North Carolina,Northampton,3,4,1,2,2
37133,North Carolina,Onslow,2,3,1,4,4
37135,North Carolina,Orange,1,1,3,1,3
37137,North Carolina,Pamlico,1,3,1,2,3
37139,North Carolina,Pasquotank,1,2,1,1,2
37141,North Carolina,Pender,1,4,1,1,4
37143,North Carolina,Perquimans,4,4,1,2,2
37145,North Carolina,Person,1,4,1,1,4
37147,North Carolina,Pitt,1,1,3,2,4
37149,North Carolina,Polk,2,2,1,2,1
37151,North Carolina,Randolph,2,3,1,2,4
37153,North Carolina,Richmond,4,3,3,4,1
37155,North Carolina,Robeson,4,3,1,3,1
37157,North Carolina,Rockingham,1,3,3,1,4
37159,North Carolina,Rowan,3,3,3,3,1
37161,North Carolina,Rutherford,4,2,1,3,2
37163,North Carolina,Sampson,2,3,1,2,2
37165,North Carolina,Scotland,2,1,3,3,2
37167,North Carolina,Stanly,4,3,1,1,1
37169,North Carolina,Stokes,3,4,1,3,4
37171,North Carolina,Surry,3,1,1,3,2
37173,North Carolina,Swain,4,1,1,1,1
37175,North Carolina,Transylvania,1,1,1,1,1
37177,North Carolina,Tyrrell,2,2,1,4,3
37179,North Carolina,Union,1,3,3,2,3
37181,North Carolina,Vance,3,2,1,3,2
37183,North Carolina,Wake,1,1,4,1,3
37185,North Carolina,Warren,3,4,1,3,3
37187,North Carolina,Washington,2,4,1,2,3
37189,North Carolina,Watauga,3,1,1,1,1
37191,North Carolina,Wayne,2,2,3,2,4
37193,North Carolina,Wilkes,4,3,1,4,2
37195,North Carolina,Wilson,3,3,3,4,1
37197,North Carolina,Yadkin,2,4,1,1,4
37199,North Carolina,Yancey,4,1,1,3,1
38001,North Dakota,Adams,3,1,4,3,2
38003,North Dakota,Barnes,1,3,1,2,2
38005,North Dakota,Benson,4,4,1,2,3
38007,North Dakota,Billings,NR,NR,NR,NR,NR
38009,North Dakota,Bottineau,3,4,1,2,3
38011,North Dakota,Bowman,2,3,4,3,2
38013,North Dakota,Burke,1,2,1,3,4
38015,North Dakota,Burleigh,3,1,1,2,1
38017,North Dakota,Cass,2,1,1,2,1
38019,North Dakota,Cavalier,1,3,1,1,2
38021,North Dakota,Dickey,2,4,1,1,3
38023,North Dakota,Divide,NR,NR,NR,NR,NR
38025,North Dakota,Dunn,4,2,1,3,4
38027,North Dakota,Eddy,3,2,1,3,2
38029,North Dakota,Emmons,3,1,1,1,3
38031,North Dakota,Foster,2,1,1,1,1
38033,North Dakota,Golden Valley,NR,NR,NR,NR,NR
38035,North Dakota,Grand Forks,2,1,1,3,2
38037,North Dakota,Grant,2,3,4,3,3
38039,North Dakota,Griggs,1,1,1,1,2
38041,North Dakota,Hettinger,1,2,1,3,3
38043,North Dakota,Kidder,1,2,1,1,4
38045,North Dakota,LaMoure,2,4,1,3,4
38047,North Dakota,Logan,4,2,1,3,4
38049,North Dakota,McHenry,4,4,1,3,4
38051,North Dakota,McIntosh,3,4,1,3,4
38053,North Dakota,McKenzie,1,4,1,3,4
38055,North Dakota,McLean,3,4,1,2,3
38057,North Dakota,Mercer,3,3,1,1,1
38059,North Dakota,Morton,3,4,1,2,3
38061,North Dakota,Mountrail,3,2,1,3,1
38063,North Dakota,Nelson,1,4,1,3,4
38065,North Dakota,Oliver,NR,NR,NR,NR,NR
38067,North Dakota,Pembina,1,3,1,2,2
38069,North Dakota,Pierce,2,1,1,1,2
38071,North Dakota,Ramsey,4,1,1,2,1
38073,North Dakota,Ransom,3,3,1,1,1
38075,North Dakota,Renville,1,2,1,3,4
38077,North Dakota,Richland,2,3,1,1,2
38079,North Dakota,Rolette,4,4,1,3,1
38081,North Dakota,Sargent,2,2,1,3,2
38083,North Dakota,Sheridan,NR,NR,NR,NR,NR
38085,North Dakota,Sioux,4,2,1,3,4
38087,North Dakota,Slope,NR,NR,NR,NR,NR
38089,North Dakota,Stark,4,3,1,2,1
38091,North Dakota,Steele,NR,NR,NR,NR,NR
38093,North Dakota,Stutsman,2,3,1,2,1
38095,North Dakota,Towner,1,1,1,3,4
38097,North Dakota,Traill,1,1,1,3,3
38099,North Dakota,Walsh,2,3,1,1,3
38101,North Dakota,Ward,2,1,1,3,1
38103,North Dakota,Wells,3,4,1,3,3
38105,North Dakota,Williams,3,2,1,1,1
39001,Ohio,Adams,4,3,1,4,2
39003,Ohio,Allen,2,1,4,1,4
39005,Ohio,Ashland,2,3,1,3,1
39007,Ohio,Ashtabula,3,4,1,1,1
39009,Ohio,Athens,2,4,1,4,2
39011,Ohio,Auglaize,1,2,4,3,1
39013,Ohio,Belmont,4,3,1,2,4
39015,Ohio,Brown,2,3,1,4,4
39017,Ohio,Butler,3,2,4,2,3
39019,Ohio,Carroll,4,4,2,3,4
39021,Ohio,Champaign,3,4,2,4,1
39023,Ohio,Clark,2,3,2,3,4
39025,Ohio,Clermont,3,1,1,2,4
39027,Ohio,Clinton,3,1,1,2,1
39029,Ohio,Columbiana,3,3,2,3,2
39031,Ohio,Coshocton,4,4,1,3,2
39033,Ohio,Crawford,1,4,3,1,1
39035,Ohio,Cuyahoga,2,1,4,2,3
39037,Ohio,Darke,1,2,4,2,1
39039,Ohio,Defiance,2,1,3,4,1
39041,Ohio,Delaware,1,1,3,1,3
39043,Ohio,Erie,4,3,3,1,4
39045,Ohio,Fairfield,1,1,1,2,4
39047,Ohio,Fayette,3,4,1,2,1
39049,Ohio,Franklin,3,1,3,1,3
39051,Ohio,Fulton,1,2,4,1,4
39053,Ohio,Gallia,3,1,1,3,2
39055,Ohio,Geauga,1,2,1,1,4
39057,Ohio,Greene,1,1,1,1,3
39059,Ohio,Guernsey,1,2,1,4,2
39061,Ohio,Hamilton,1,1,4,1,3
39063,Ohio,Hancock,1,3,3,1,1
39065,Ohio,Hardin,1,4,3,3,2
39067,Ohio,Harrison,4,2,1,3,1
39069,Ohio,Henry,4,2,4,4,2
39071,Ohio,Highland,4,2,1,3,2
39073,Ohio,Hocking,2,4,1,3,1
39075,Ohio,Holmes,1,2,1,4,1
39077,Ohio,Huron,1,2,3,3,1
39079,Ohio,Jackson,4,4,1,2,2
39081,Ohio,Jefferson,4,3,2,4,4
39083,Ohio,Knox,3,2,1,4,2
39085,Ohio,Lake,1,4,2,3,3
39087,Ohio,Lawrence,4,3,2,4,4
39089,Ohio,Licking,2,3,1,2,3
39091,Ohio,Logan,3,3,3,4,1
39093,Ohio,Lorain,2,3,1,2,3
39095,Ohio,Lucas,3,1,4,2,3
39097,Ohio,Madison,2,2,2,4,4
39099,Ohio,Mahoning,3,1,4,1,4
39101,Ohio,Marion,3,2,3,1,2
39103,Ohio,Medina,1,2,1,2,3
39105,Ohio,Meigs,4,4,1,4,2
39107,Ohio,Mercer,1,3,4,2,2
39109,Ohio,Miami,2,3,4,1,3
39111,Ohio,Monroe,4,4,1,1,2
39113,Ohio,Montgomery,3,1,2,1,3
39115,Ohio,Morgan,2,4,1,4,3
39117,Ohio,Morrow,4,4,1,3,4
39119,Ohio,Muskingum,2,2,1,3,1
39121,Ohio,Noble,2,4,1,3,3
39123,Ohio,Ottawa,1,1,3,2,4
39125,Ohio,Paulding,1,4,3,2,2
39127,Ohio,Perry,3,4,1,3,1
39129,Ohio,Pickaway,2,3,1,4,4
39131,Ohio,Pike,4,4,1,1,3
39133,Ohio,Portage,1,3,2,3,4
39135,Ohio,Preble,4,4,3,4,4
39137,Ohio,Putnam,2,2,3,4,2
39139,Ohio,Richland,3,3,3,2,4
39141,Ohio,Ross,4,1,1,3,2
39143,Ohio,Sandusky,4,2,3,2,1
39145,Ohio,Scioto,4,3,3,4,2
39147,Ohio,Seneca,1,3,3,3,1
39149,Ohio,Shelby,1,2,4,2,1
39151,Ohio,Stark,2,1,2,2,3
39153,Ohio,Summit,2,1,4,2,3
39155,Ohio,Trumbull,3,4,4,1,4
39157,Ohio,Tuscarawas,4,2,1,3,1
39159,Ohio,Union,1,3,3,3,3
39161,Ohio,Van Wert,3,1,4,2,2
39163,Ohio,Vinton,4,4,1,4,3
39165,Ohio,Warren,1,1,1,1,3
39167,Ohio,Washington,3,3,3,1,4
39169,Ohio,Wayne,1,2,2,4,1
39171,Ohio,Williams,3,1,3,4,1
39173,Ohio,Wood,1,1,3,1,3
39175,Ohio,Wyandot,4,2,3,1,2
40001,Oklahoma,Adair,2,1,1,3,2
40003,Oklahoma,Alfalfa,2,2,1,3,4
40005,Oklahoma,Atoka,4,4,1,3,4
40007,Oklahoma,Beaver,1,2,1,3,3
40009,Oklahoma,Beckham,4,1,1,2,1
40011,Oklahoma,Blaine,2,1,1,3,4
40013,Oklahoma,Bryan,3,3,1,1,2
40015,Oklahoma,Caddo,1,4,1,3,3
40017,Oklahoma,Canadian,1,3,1,1,3
40019,Oklahoma,Carter,2,2,1,1,1
40021,Oklahoma,Cherokee,4,2,1,1,2
40023,Oklahoma,Choctaw,2,3,1,3,3
40025,Oklahoma,Cimarron,1,3,1,3,3
40027,Oklahoma,Cleveland,1,2,1,1,2
40029,Oklahoma,Coal,2,2,1,3,4
40031,Oklahoma,Comanche,3,1,1,3,3
40033,Oklahoma,Cotton,3,3,1,3,1
40035,Oklahoma,Craig,2,1,1,3,2
40037,Oklahoma,Creek,3,3,1,2,4
40039,Oklahoma,Custer,2,1,1,1,2
40041,Oklahoma,Delaware,3,2,1,2,2
40043,Oklahoma,Dewey,4,2,1,3,4
40045,Oklahoma,Ellis,3,1,1,3,4
40047,Oklahoma,Garfield,2,1,1,1,1
40049,Oklahoma,Garvin,3,3,1,1,3
40051,Oklahoma,Grady,2,3,1,2,4
40053,Oklahoma,Grant,1,2,1,3,4
40055,Oklahoma,Greer,1,1,1,3,1
40057,Oklahoma,Harmon,4,2,1,3,1
40059,Oklahoma,Harper,1,3,1,3,3
40061,Oklahoma,Haskell,2,4,1,3,2
40063,Oklahoma,Hughes,2,4,1,1,3
40065,Oklahoma,Jackson,1,1,1,2,1
40067,Oklahoma,Jefferson,4,2,1,3,3
40069,Oklahoma,Johnston,4,3,1,3,3
40071,Oklahoma,Kay,3,2,1,2,1
40073,Oklahoma,Kingfisher,1,2,1,2,2
40075,Oklahoma,Kiowa,2,1,1,3,3
40077,Oklahoma,Latimer,4,1,1,1,2
40079,Oklahoma,Le Flore,3,4,1,2,4
40081,Oklahoma,Lincoln,3,3,1,2,4
40083,Oklahoma,Logan,1,4,1,1,4
40085,Oklahoma,Love,4,4,1,3,2
40087,Oklahoma,McClain,1,2,1,1,4
40089,Oklahoma,McCurtain,4,4,1,3,3
40091,Oklahoma,McIntosh,2,3,1,3,2
40093,Oklahoma,Major,1,1,1,1,3
40095,Oklahoma,Marshall,4,4,1,3,1
40097,Oklahoma,Mayes,3,3,1,2,1
40099,Oklahoma,Murray,2,3,1,1,1
40101,Oklahoma,Muskogee,4,3,1,1,1
40103,Oklahoma,Noble,1,2,1,3,3
40105,Oklahoma,Nowata,2,4,1,3,1
40107,Oklahoma,Okfuskee,2,3,1,3,2
40109,Oklahoma,Oklahoma,2,1,1,1,2
40111,Oklahoma,Okmulgee,3,4,1,1,4
40113,Oklahoma,Osage,1,4,1,3,4
40115,Oklahoma,Ottawa,3,2,1,2,1
40117,Oklahoma,Pawnee,3,4,1,3,4
40119,Oklahoma,Payne,1,2,1,2,1
40121,Oklahoma,Pittsburg,4,1,4,2,2
40123,Oklahoma,Pontotoc,3,1,1,3,2
40125,Oklahoma,Pottawatomie,3,2,1,2,1
40127,Oklahoma,Pushmataha,4,4,1,3,3
40129,Oklahoma,Roger Mills,1,3,1,3,4
40131,Oklahoma,Rogers,2,3,1,2,3
40133,Oklahoma,Seminole,3,4,1,2,1
40135,Oklahoma,Sequoyah,4,4,4,2,4
40137,Oklahoma,Stephens,1,1,1,3,1
40139,Oklahoma,Texas,1,4,1,3,3
40141,Oklahoma,Tillman,4,2,1,3,3
40143,Oklahoma,Tulsa,1,1,4,1,2
40145,Oklahoma,Wagoner,2,4,1,2,4
40147,Oklahoma,Washington,2,2,1,1,1
40149,Oklahoma,Washita,1,4,1,3,3
40151,Oklahoma,Woods,3,2,1,3,2
40153,Oklahoma,Woodward,2,1,1,2,2
41001,Oregon,Baker,1,2,3,1,4
41003,Oregon,Benton,1,1,4,1,3
41005,Oregon,Clackamas,1,3,1,2,2
41007,Oregon,Clatsop,2,2,3,2,2
41009,Oregon,Columbia,3,4,3,1,4
41011,Oregon,Coos,3,2,4,3,1
41013,Oregon,Crook,3,4,1,2,2
41015,Oregon,Curry,2,4,2,1,1
41017,Oregon,Deschutes,2,2,1,1,4
41019,Oregon,Douglas,4,4,3,3,2
41021,Oregon,Gilliam,NR,NR,NR,NR,NR
41023,Oregon,Grant,1,1,1,4,4
41025,Oregon,Harney,1,1,1,1,3
41027,Oregon,Hood River,1,1,1,1,1
41029,Oregon,Jackson,2,2,2,2,4
41031,Oregon,Jefferson,4,3,1,3,3
41033,Oregon,Josephine,4,3,2,2,1
41035,Oregon,Klamath,4,1,1,3,3
41037,Oregon,Lake,1,3,1,1,4
41039,Oregon,Lane,3,1,3,2,3
41041,Oregon,Lincoln,4,3,3,4,1
41043,Oregon,Linn,3,3,4,3,1
41045,Oregon,Malheur,1,4,4,3,1
41047,Oregon,Marion,2,3,3,3,3
41049,Oregon,Morrow,4,4,1,4,1
41051,Oregon,Multnomah,1,1,3,2,2
41053,Oregon,Polk,2,4,4,3,4
41055,Oregon,Sherman,NR,NR,NR,NR,NR
41057,Oregon,Tillamook,4,2,3,4,3
41059,Oregon,Umatilla,2,4,1,4,2
41061,Oregon,Union,2,2,2,4,3
41063,Oregon,Wallowa,4,1,3,2,3
41065,Oregon,Wasco,1,3,1,4,2
41067,Oregon,Washington,1,2,4,3,2
41069,Oregon,Wheeler,NR,NR,NR,NR,NR
41071,Oregon,Yamhill,2,3,4,4,4
42001,Pennsylvania,Adams,4,3,4,3,1
42003,Pennsylvania,Allegheny,2,1,4,1,3
42005,Pennsylvania,Armstrong,2,4,1,2,4
42007,Pennsylvania,Beaver,3,3,4,3,4
42009,Pennsylvania,Bedford,2,4,1,4,2
42011,Pennsylvania,Berks,1,2,4,1,3
42013,Pennsylvania,Blair,4,1,1,3,4
42015,Pennsylvania,Bradford,1,1,1,1,2
42017,Pennsylvania,Bucks,1,2,4,1,3
42019,Pennsylvania,Butler,1,4,2,2,4
42021,Pennsylvania,Cambria,4,1,3,3,4
42023,Pennsylvania,Cameron,3,4,1,4,2
42025,Pennsylvania,Carbon,3,4,1,1,4
42027,Pennsylvania,Centre,2,2,4,3,4
42029,Pennsylvania,Chester,1,2,3,1,3
42031,Pennsylvania,Clarion,1,4,1,4,1
42033,Pennsylvania,Clearfield,3,4,1,3,2
42035,Pennsylvania,Clinton,3,3,2,2,2
42037,Pennsylvania,Columbia,4,2,1,2,1
42039,Pennsylvania,Crawford,4,3,1,2,1
42041,Pennsylvania,Cumberland,1,1,4,2,3
42043,Pennsylvania,Dauphin,1,1,4,1,4
42045,Pennsylvania,Delaware,2,1,4,1,3
42047,Pennsylvania,Elk,4,2,1,1,1
42049,Pennsylvania,Erie,3,2,3,2,3
42051,Pennsylvania,Fayette,4,3,1,4,4
42053,Pennsylvania,Forest,3,2,1,4,2
42055,Pennsylvania,Franklin,1,2,3,2,1
42057,Pennsylvania,Fulton,3,4,2,3,3
42059,Pennsylvania,Greene,4,4,1,4,2
42061,Pennsylvania,Huntingdon,1,3,2,1,2
42063,Pennsylvania,Indiana,4,3,1,4,1
42065,Pennsylvania,Jefferson,2,4,1,4,1
42067,Pennsylvania,Juniata,1,4,3,3,2
42069,Pennsylvania,Lackawanna,2,2,3,3,3
42071,Pennsylvania,Lancaster,1,1,4,2,3
42073,Pennsylvania,Lawrence,4,3,3,1,1
42075,Pennsylvania,Lebanon,3,2,4,1,3
42077,Pennsylvania,Lehigh,2,1,3,2,3
42079,Pennsylvania,Luzerne,4,2,1,3,3
42081,Pennsylvania,Lycoming,1,1,2,2,4
42083,Pennsylvania,McKean,1,3,1,3,2
42085,Pennsylvania,Mercer,3,3,2,3,4
42087,Pennsylvania,Mifflin,2,3,2,3,2
42089,Pennsylvania,Monroe,2,3,1,4,1
42091,Pennsylvania,Montgomery,1,1,4,1,2
42093,Pennsylvania,Montour,1,1,3,1,1
42095,Pennsylvania,Northampton,2,1,4,2,3
42097,Pennsylvania,Northumberland,3,4,3,4,1
42099,Pennsylvania,Perry,4,4,3,1,4
42101,Pennsylvania,Philadelphia,4,1,4,4,1
42103,Pennsylvania,Pike,1,4,1,2,4
42105,Pennsylvania,Potter,3,2,1,4,3
42107,Pennsylvania,Schuylkill,4,4,3,4,1
42109,Pennsylvania,Snyder,1,3,3,1,2
42111,Pennsylvania,Somerset,2,3,1,4,2
42113,Pennsylvania,Sullivan,2,4,1,4,4
42115,Pennsylvania,Susquehanna,4,4,1,3,2
42117,Pennsylvania,Tioga,2,2,1,3,2
42119,Pennsylvania,Union,1,1,3,4,1
42121,Pennsylvania,Venango,3,2,1,2,1
42123,Pennsylvania,Warren,4,2,1,4,2
42125,Pennsylvania,Washington,3,1,4,2,4
42127,Pennsylvania,Wayne,4,3,1,3,1
42129,Pennsylvania,Westmoreland,2,1,3,1,4
42131,Pennsylvania,Wyoming,1,3,2,2,4
42133,Pennsylvania,York,2,2,4,2,3
44001,Rhode Island,Bristol,1,1,3,5,4
44003,Rhode Island,Kent,4,5,1,1,3
44005,Rhode Island,Newport,2,3,3,2,2
44007,Rhode Island,Providence,4,2,3,4,1
44009,Rhode Island,Washington,3,4,1,3,5
45001,South Carolina,Abbeville,3,3,1,4,3
45003,South Carolina,Aiken,2,4,1,2,4
45005,South Carolina,Allendale,1,1,1,4,2
45007,South Carolina,Anderson,2,1,1,1,3
45009,South Carolina,Bamberg,3,2,1,2,2
45011,South Carolina,Barnwell,1,4,1,4,1
45013,South Carolina,Beaufort,1,2,1,1,1
45015,South Carolina,Berkeley,3,4,1,2,3
45017,South Carolina,Calhoun,1,4,1,4,4
45019,South Carolina,Charleston,1,1,1,1,3
45021,South Carolina,Cherokee,4,3,1,2,1
45023,South Carolina,Chester,4,4,1,4,1
45025,South Carolina,Chesterfield,4,3,1,2,2
45027,South Carolina,Clarendon,1,1,1,2,2
45029,South Carolina,Colleton,4,2,1,3,3
45031,South Carolina,Darlington,4,1,1,1,4
45033,South Carolina,Dillon,4,3,1,4,1
45035,South Carolina,Dorchester,2,3,1,3,3
45037,South Carolina,Edgefield,1,3,1,3,4
45039,South Carolina,Fairfield,3,3,1,4,4
45041,South Carolina,Florence,3,1,1,3,4
45043,South Carolina,Georgetown,2,2,1,1,1
45045,South Carolina,Greenville,1,1,4,1,3
45047,South Carolina,Greenwood,1,1,1,3,1
45049,South Carolina,Hampton,2,4,1,3,2
45051,South Carolina,Horry,2,2,1,1,3
45053,South Carolina,Jasper,3,4,1,3,2
45055,South Carolina,Kershaw,1,2,1,2,4
45057,South Carolina,Lancaster,2,4,4,3,1
45059,South Carolina,Laurens,3,2,1,2,4
45061,South Carolina,Lee,4,4,1,4,2
45063,South Carolina,Lexington,1,2,1,1,3
45065,South Carolina,McCormick,3,4,1,4,2
45067,South Carolina,Marion,4,3,1,4,1
45069,South Carolina,Marlboro,4,3,1,4,1
45071,South Carolina,Newberry,4,2,1,3,1
45073,South Carolina,Oconee,4,1,1,4,2
45075,South Carolina,Orangeburg,3,2,1,3,1
45077,South Carolina,Pickens,2,1,1,1,4
45079,South Carolina,Richland,1,1,1,1,3
45081,South Carolina,Saluda,1,4,1,3,4
45083,South Carolina,Spartanburg,3,1,4,1,4
45085,South Carolina,Sumter,2,3,1,2,4
45087,South Carolina,Union,3,2,1,2,2
45089,South Carolina,Williamsburg,2,4,1,2,2
45091,South Carolina,York,1,3,4,1,3
46003,South Dakota,Aurora,NR,NR,NR,NR,NR
46005,South Dakota,Beadle,3,3,1,1,1
46007,South Dakota,Bennett,4,2,1,2,4
46009,South Dakota,Bon Homme,2,4,1,2,3
